Harvard_L51_S07_0|A bowl of rice is free with chicken stew.
Harvard_L51_S08_0|The water in this well is a source of good health.
Harvard_L51_S09_0|Take shelter in this tent, but keep still.
Harvard_L51_S10_0|That guy is the writer of a few banned books.
Harvard_L52_S01_0|The little tales they tell are false.
Harvard_L52_S02_0|The door was barred, locked, and bolted as well.
Harvard_L52_S03_0|Ripe pears are fit for a queen's table.
Harvard_L52_S04_0|A big wet stain was on the round carpet.
Harvard_L52_S05_0|The kite dipped and swayed, but stayed aloft.
Harvard_L52_S06_0|The pleasant hours fly by much too soon.
Harvard_L52_S07_0|The room was crowded with a wild mob.
Harvard_L52_S08_0|This strong arm shall shield your honor.
Harvard_L52_S09_0|She blushed when he gave her a white orchid.
Harvard_L52_S10_0|The beetle droned in the hot June sun.
Harvard_L53_S01_0|Press the pedal with your left foot.
Harvard_L53_S02_0|Neat plans fail without luck.
Harvard_L53_S03_0|The black trunk fell from the landing.
Harvard_L53_S04_0|The bank pressed for payment of the debt.
Harvard_L53_S05_0|The theft of the pearl pin was kept secret.
Harvard_L53_S06_0|Shake hands with this friendly child.
Harvard_L53_S07_0|The vast space stretched into the far distance.
Harvard_L53_S08_0|A rich farm is rare in this sandy waste.
Harvard_L53_S09_0|His wide grin earned many friends.
Harvard_L53_S10_0|Flax makes a fine brand of paper.
Harvard_L54_S01_0|Hurdle the pit with the aid of a long pole.
Harvard_L54_S02_0|A strong bid may scare your partner stiff.
Harvard_L54_S03_0|Even a just cause needs power to win.
Harvard_L54_S04_0|Peep under the tent and see the clowns.
Harvard_L54_S05_0|The leaf drifts along with a slow spin.
Harvard_L54_S06_0|Cheap clothes are flashy but dont last.
Harvard_L54_S07_0|A thing of small note can cause despair.
Harvard_L54_S08_0|Flood the mails with requests for this book.
Harvard_L54_S09_0|A thick coat of black paint covered all.
Harvard_L54_S10_0|The pencil was cut to be sharp at both ends.
Harvard_L55_S01_0|Those last words were a strong statement.
Harvard_L55_S02_0|He wrote his name boldly at the top of tile sheet.
Harvard_L55_S03_0|Dill pickles are sour but taste fine.
Harvard_L55_S04_0|Down that road is the way to the grain farmer.
Harvard_L55_S05_0|Either mud or dust are found at all times.
Harvard_L55_S06_0|The best method is to fix it in place with clips.
Harvard_L55_S07_0|If you mumble your speech will be lost.
Harvard_L55_S08_0|At night the alarm roused him from a deep sleep.
Harvard_L55_S09_0|Read just what the meter says.
Harvard_L55_S10_0|Fill your pack with bright trinkets for the poor.
Harvard_L56_S01_0|The small red neon lamp went out.
Harvard_L56_S02_0|Clams are small, round, soft, and tasty.
Harvard_L56_S03_0|The fan whirled its round blades softly.
Harvard_L56_S04_0|The line where the edges join was clean.
Harvard_L56_S05_0|Breathe deep and smell the piny air.
Harvard_L56_S06_0|It matters not if he reads these words or those.
Harvard_L56_S07_0|A brown leather bag hung from its strap.
Harvard_L56_S08_0|A toad and a frog are hard to tell apart.
Harvard_L56_S09_0|A white silk jacket goes with any shoes.
Harvard_L56_S10_0|A break in the dam almost caused a flood.
Harvard_L57_S01_0|Paint the sockets in the wall dull green.
Harvard_L57_S02_0|The child crawled into the dense grass.
Harvard_L57_S03_0|Bribes fail where honest men work.
Harvard_L57_S04_0|Trample the spark, else the flames will spread.
Harvard_L57_S05_0|The hilt. of the sword was carved with fine designs.
Harvard_L57_S06_0|A round hole was drilled through the thin board.
Harvard_L57_S07_0|Footprints showed the path he took up the beach.
Harvard_L57_S08_0|She was waiting at my front lawn.
Harvard_L57_S09_0|A vent near the edge brought in fresh air.
Harvard_L57_S10_0|Prod the old mule with a crooked stick.
Harvard_L58_S01_0|It is a band of steel three inches wide.
Harvard_L58_S02_0|The pipe ran almost the length of the ditch.
Harvard_L58_S03_0|It was hidden from sight by a mass of leaves and shrubs.
Harvard_L58_S04_0|The weight. of the package was seen on the high scale.
Harvard_L58_S05_0|Wake and rise, and step into the green outdoors.
Harvard_L58_S06_0|The green light in the brown box flickered.
Harvard_L58_S07_0|The brass tube circled the high wall.
Harvard_L58_S08_0|The lobes of her ears were pierced to hold rings.
Harvard_L58_S09_0|Hold the hammer near the end to drive the nail.
Harvard_L58_S10_0|Next Sunday is the twelfth of the month.
Harvard_L59_S01_0|Every word and phrase he speaks is true.
Harvard_L59_S02_0|He put his last cartridge into the gun and fired.
Harvard_L59_S03_0|They took their kids from the public school.
Harvard_L59_S04_0|Drive the screw straight into the wood.
Harvard_L59_S05_0|Keep the hatch tight and the watch constant.
Harvard_L59_S06_0|Sever the twine with a quick snip of the knife.
Harvard_L59_S07_0|Paper will dry out when wet.
Harvard_L59_S08_0|Slide the catch back and open the desk.
Harvard_L59_S09_0|Help the weak to preserve their strength.
Harvard_L59_S10_0|A sullen smile gets few friends.
Harvard_L60_S01_0|Stop whistling and watch the boys march.
Harvard_L60_S02_0|Jerk the cord, and out tumbles the gold.
Harvard_L60_S03_0|Slidc the tray across the glass top.
Harvard_L60_S04_0|The cloud moved in a stately way and was gone.
Harvard_L60_S05_0|Light maple makes for a swell room.
Harvard_L60_S06_0|Set the piece here and say nothing.
Harvard_L60_S07_0|Dull stories make her laugh.
Harvard_L60_S08_0|A stiff cord will do to fasten your shoe.
Harvard_L60_S09_0|Get the trust fund to the bank early.
Harvard_L60_S10_0|Choose between the high road and the low.
Harvard_L61_S01_0|A plea for funds seems to come again.
Harvard_L61_S02_0|He lent his coat to the tall gaunt stranger.
Harvard_L61_S03_0|There is a strong chance it will happen once more.
Harvard_L61_S04_0|The duke left the park in a silver coach.
Harvard_L61_S05_0|Greet the new guests and leave quickly.
Harvard_L61_S06_0|When the frost has come it is time for turkey.
Harvard_L61_S07_0|Sweet words work better than fierce.
Harvard_L61_S08_0|A thin stripe runs down the middle.
Harvard_L61_S09_0|A six comes up more often than a ten.
Harvard_L61_S10_0|Lush fern grow on the lofty rocks.
Harvard_L62_S01_0|The ram scared the school children off.
Harvard_L62_S02_0|The team with the best timing looks good.
Harvard_L62_S03_0|The farmer swapped his horse for a brown ox.
Harvard_L62_S04_0|Sit on the perch and tell the others what to do.
Harvard_L62_S05_0|A steep trail is painful for our feet.
Harvard_L62_S06_0|The early phase of life moves fast.
Harvard_L62_S07_0|Green moss grows on the northern side.
Harvard_L62_S08_0|Tea in thin china has a sweet taste.
Harvard_L62_S09_0|Pitch the straw through the door of the stable.
Harvard_L62_S10_0|The latch on the beck gate needed a nail.
Harvard_L63_S01_0|The goose was brought straight from the old market.
Harvard_L63_S02_0|The sink is the thing in which we pile dishes.
Harvard_L63_S03_0|A whiff of it will cure the most stubborn cold.
Harvard_L63_S04_0|The facts dont always show who is right.
Harvard_L63_S05_0|She flaps her cape as she parades the street.
Harvard_L63_S06_0|The loss of the cruiser was a blow to the fleet.
Harvard_L63_S07_0|Loop the braid to the left and then over.
Harvard_L63_S08_0|Plead with the lawyer to drop the lost cause.
Harvard_L63_S09_0|Calves thrive on tender spring grass.
Harvard_L63_S10_0|Post no bills on this office wall.
Harvard_L64_S01_0|Tear a thin sheet from the yellow pad.
Harvard_L64_S02_0|A cruise in warm waters in a sleek yacht is fun.
Harvard_L64_S03_0|A streak of color ran down the left edge.
Harvard_L64_S04_0|It was done before the boy could see it.
Harvard_L64_S05_0|Crouch before you jump or miss the mark.
Harvard_L64_S06_0|Pack the kits and dont forget the salt.
Harvard_L64_S07_0|The square peg will settle in the round hole.
Harvard_L64_S08_0|Fine soap saves tender skin.
Harvard_L64_S09_0|Poached eggs and tea must suffice.
Harvard_L64_S10_0|Bad nerves are jangled by a door slam.
Harvard_L65_S01_0|Ship maps are different from those for planes.
Harvard_L65_S02_0|Dimes showered down from all sides.
Harvard_L65_S03_0|They sang the same tunes at each party.
Harvard_L65_S04_0|The sky in the west is tinged with orange red.
Harvard_L65_S05_0|The pods of peas ferment in bare fields.
Harvard_L65_S06_0|The horse balked and threw the tall rider.
Harvard_L65_S07_0|The hitch between the horse and cart broke.
Harvard_L65_S08_0|Pile the coal high in the shed corner.
Harvard_L65_S09_0|The gold vase is both rare and costly.
Harvard_L65_S10_0|The knife was hung inside its bright sheath.
Harvard_L66_S01_0|The rarest spice comes from the far East.
Harvard_L66_S02_0|The roof should be tilted at a sharp slant.
Harvard_L66_S03_0|A smatter of French is worse than none.
Harvard_L66_S04_0|The mule trod the treadmill day and night.
Harvard_L66_S05_0|The aim of the contest is to raise a great fund.
Harvard_L66_S06_0|To send it. now in large amounts is bad.
Harvard_L66_S07_0|There is a fine hard tang in salty air.
Harvard_L66_S08_0|Cod is the main business of the north shore.
Harvard_L66_S09_0|The slab was hewn from heavy blocks of slate.
Harvard_L66_S10_0|Dunk the stale biscuits into strong drink.
Harvard_L67_S01_0|Hang tinsel from both branches.
Harvard_L67_S02_0|Cap the jar with a tight brass cover.
Harvard_L67_S03_0|The poor boy missed the boat again.
Harvard_L67_S04_0|Be sure to set the lamp firmly in the hole.
Harvard_L67_S05_0|Pick a card and slip it. under the pack.
Harvard_L67_S06_0|A round mat will cover the dull spot.
Harvard_L67_S07_0|The first part of the plan needs changing.
Harvard_L67_S08_0|The good book informs of what we ought to know.
Harvard_L67_S09_0|The mail comes in three batches per day.
Harvard_L67_S10_0|You cannot brew tea in a cold pot.
Harvard_L68_S01_0|Dots of light betrayed the black cat.
Harvard_L68_S02_0|Put the chart on the mantel and tack it down.
Harvard_L68_S03_0|The night shift men rate extra pay.
Harvard_L68_S04_0|The red paper brightened the dim stage.
Harvard_L68_S05_0|See the player scoot to third base.
Harvard_L68_S06_0|Slide the bill between the two leaves.
Harvard_L68_S07_0|Many hands help get the job done.
Harvard_L68_S08_0|We don't like to admit our small faults.
Harvard_L68_S09_0|No doubt about the way the wind blows.
Harvard_L68_S10_0|Dig deep in the earth for pirate's gold.
Harvard_L69_S01_0|The steady drip is worse than a drenching rain.
Harvard_L69_S02_0|A flat pack takes less luggage space.
Harvard_L69_S03_0|Green ice frosted the punch bowl.
Harvard_L69_S04_0|A stuffed chair slipped from the moving van.
Harvard_L69_S05_0|The stitch will serve but needs to be shortened.
Harvard_L69_S06_0|A thin book fits in the side pocket.
Harvard_L69_S07_0|The gloss on top made it unfit to read.
Harvard_L69_S08_0|The hail pattered on the burnt brown grass.
Harvard_L69_S09_0|Seven seals were stamped on great sheets.
Harvard_L69_S10_0|Our troops are set to strike heavy blows.
Harvard_L70_S01_0|The store was jammed before the sale could start.
Harvard_L70_S02_0|It was a bad error on the part of the new judge.
Harvard_L70_S03_0|One step more and the board will collapse.
Harvard_L70_S04_0|Take the match and strike it against your shoe.
Harvard_L70_S05_0|The pot boiled, but the contents failed to jell.
Harvard_L70_S06_0|The baby puts his right foot in his mouth.
Harvard_L70_S07_0|The bombs left most of the town in ruins.
Harvard_L70_S08_0|Stop and stare at the hard working man.
Harvard_L70_S09_0|The streets are narrow and full of sharp turns.
Harvard_L70_S10_0|The pup jerked the leash as he saw a feline shape.
Harvard_L71_S01_0|Open your book to the first page.
Harvard_L71_S02_0|Fish evade the net, and swim off.
Harvard_L71_S03_0|Dip the pail once and let it settle.
Harvard_L71_S04_0|Will you please answer that phone.
Harvard_L71_S05_0|The big red apple fell to the ground.
Harvard_L71_S06_0|The curtain rose and the show was on.
Harvard_L71_S07_0|The young prince became heir to the throne.
Harvard_L71_S08_0|He sent the boy on a short errand.
Harvard_L71_S09_0|Leave now and you will arrive on time.
Harvard_L71_S10_0|The corner store was robbed last night.
Harvard_L72_S01_0|A gold ring will please most any girl.
Harvard_L72_S02_0|The long journey home took a year.
Harvard_L72_S03_0|She saw a cat in the neighbor's house.
Harvard_L72_S04_0|A pink shell was found on the sandy beach.
Harvard_L72_S05_0|Small children came to see him.
Harvard_L72_S06_0|The grass and bushes were wet with dew.
Harvard_L72_S07_0|The blind man counted his old coins.
Harvard_L72_S08_0|A severe storm tore down the barn.
Harvard_L72_S09_0|She called his name many times.
Harvard_L72_S10_0|When you hear the bell, come quickly.
